,location,sourceelementkey,latitude,longitude
1072,"{'type': 'Point', 'coordinates': [-122.32440126, 47.60010568]}",65817,47.60010568,-122.32440126
1073,"{'type': 'Point', 'coordinates': [-122.32439984, 47.59994667]}",65818,47.59994667,-122.32439984
1074,"{'type': 'Point', 'coordinates': [-122.32568806, 47.59758256]}",66613,47.59758256,-122.32568806
1075,"{'type': 'Point', 'coordinates': [-122.32568856, 47.59744549]}",66614,47.59744549,-122.32568856
1076,"{'type': 'Point', 'coordinates': [-122.32469977, 47.59758631]}",66617,47.59758631,-122.32469977
1077,"{'type': 'Point', 'coordinates': [-122.32470642, 47.59743828]}",66618,47.59743828,-122.32470642
1078,"{'type': 'Point', 'coordinates': [-122.32338508, 47.59742737]}",66622,47.59742737,-122.32338508
1079,"{'type': 'Point', 'coordinates': [-122.35741728, 47.61983396]}",68549,47.61983396,-122.35741728
1080,"{'type': 'Point', 'coordinates': [-122.35741848, 47.61971607]}",68550,47.61971607,-122.35741848
1081,"{'type': 'Point', 'coordinates': [-122.3573892, 47.62097928]}",68829,47.62097928,-122.3573892
1082,"{'type': 'Point', 'coordinates': [-122.33428227, 47.60214111]}",68905,47.60214111,-122.33428227
1083,"{'type': 'Point', 'coordinates': [-122.33855515, 47.6073621]}",68910,47.6073621,-122.33855515
1084,"{'type': 'Point', 'coordinates': [-122.34104628, 47.61008545]}",68914,47.61008545,-122.34104628
1085,"{'type': 'Point', 'coordinates': [-122.35024612, 47.61547721]}",68917,47.61547721,-122.35024612
1086,"{'type': 'Point', 'coordinates': [-122.35118314, 47.61603137]}",68921,47.61603137,-122.35118314
1087,"{'type': 'Point', 'coordinates': [-122.35102833, 47.61615106]}",68922,47.61615106,-122.35102833
1088,"{'type': 'Point', 'coordinates': [-122.35546524, 47.62502233]}",68929,47.62502233,-122.35546524
1089,"{'type': 'Point', 'coordinates': [-122.33428782, 47.5996247]}",69081,47.5996247,-122.33428782
1090,"{'type': 'Point', 'coordinates': [-122.33407705, 47.59962434]}",69082,47.59962434,-122.33407705
1091,"{'type': 'Point', 'coordinates': [-122.33430723, 47.59874436]}",69085,47.59874436,-122.33430723
1092,"{'type': 'Point', 'coordinates': [-122.3340681, 47.59873031]}",69086,47.59873031,-122.3340681
1093,"{'type': 'Point', 'coordinates': [-122.31950293, 47.6125547]}",69089,47.6125547,-122.31950293
1094,"{'type': 'Point', 'coordinates': [-122.31929557, 47.61255196]}",69090,47.61255196,-122.31929557
1095,"{'type': 'Point', 'coordinates': [-122.31955025, 47.61351753]}",69093,47.61351753,-122.31955025
1096,"{'type': 'Point', 'coordinates': [-122.31932705, 47.61349811]}",69094,47.61349811,-122.31932705
1097,"{'type': 'Point', 'coordinates': [-122.33404633, 47.59407047]}",69098,47.59407047,-122.33404633
1098,"{'type': 'Point', 'coordinates': [-122.35812857, 47.61944097]}",69133,47.61944097,-122.35812857
1099,"{'type': 'Point', 'coordinates': [-122.35798291, 47.61940488]}",69134,47.61940488,-122.35798291
1100,"{'type': 'Point', 'coordinates': [-122.31820872, 47.61259197]}",69277,47.61259197,-122.31820872
1101,"{'type': 'Point', 'coordinates': [-122.31800476, 47.6126063]}",69278,47.6126063,-122.31800476
1102,"{'type': 'Point', 'coordinates': [-122.31824513, 47.61350928]}",69281,47.61350928,-122.31824513
1103,"{'type': 'Point', 'coordinates': [-122.31800603, 47.6135165]}",69282,47.6135165,-122.31800603
1104,"{'type': 'Point', 'coordinates': [-122.31659916, 47.66220585]}",69305,47.66220585,-122.31659916
1105,"{'type': 'Point', 'coordinates': [-122.31643419, 47.66220335]}",69306,47.66220335,-122.31643419
1106,"{'type': 'Point', 'coordinates': [-122.3168854, 47.60770872]}",69437,47.60770872,-122.3168854
1107,"{'type': 'Point', 'coordinates': [-122.31690313, 47.61219679]}",69441,47.61219679,-122.31690313
1108,"{'type': 'Point', 'coordinates': [-122.31666702, 47.61222319]}",69442,47.61222319,-122.31666702
1109,"{'type': 'Point', 'coordinates': [-122.31698919, 47.61351462]}",69445,47.61351462,-122.31698919
1110,"{'type': 'Point', 'coordinates': [-122.31671684, 47.61351144]}",69446,47.61351144,-122.31671684
1111,"{'type': 'Point', 'coordinates': [-122.31563166, 47.65655643]}",69485,47.65655643,-122.31563166
1112,"{'type': 'Point', 'coordinates': [-122.31535216, 47.66401355]}",69489,47.66401355,-122.31535216
1113,"{'type': 'Point', 'coordinates': [-122.30901722, 47.60711882]}",70501,47.60711882,-122.30901722
1114,"{'type': 'Point', 'coordinates': [-122.33241002, 47.60201883]}",70725,47.60201883,-122.33241002
1115,"{'type': 'Point', 'coordinates': [-122.3346924, 47.60483804]}",70730,47.60483804,-122.3346924
1116,"{'type': 'Point', 'coordinates': [-122.33534782, 47.60555459]}",70734,47.60555459,-122.33534782
1117,"{'type': 'Point', 'coordinates': [-122.33665653, 47.60697468]}",70738,47.60697468,-122.33665653
1118,"{'type': 'Point', 'coordinates': [-122.34023752, 47.61057612]}",70741,47.61057612,-122.34023752
1119,"{'type': 'Point', 'coordinates': [-122.34001021, 47.61064553]}",70742,47.61064553,-122.34001021
1120,"{'type': 'Point', 'coordinates': [-122.34247907, 47.61204799]}",70745,47.61204799,-122.34247907
1121,"{'type': 'Point', 'coordinates': [-122.34231893, 47.61217181]}",70746,47.61217181,-122.34231893
1122,"{'type': 'Point', 'coordinates': [-122.3436157, 47.61293327]}",70750,47.61293327,-122.3436157
1123,"{'type': 'Point', 'coordinates': [-122.34746087, 47.61501419]}",70753,47.61501419,-122.34746087
1124,"{'type': 'Point', 'coordinates': [-122.34731598, 47.61511789]}",70754,47.61511789,-122.34731598
1125,"{'type': 'Point', 'coordinates': [-122.35122851, 47.61722754]}",70757,47.61722754,-122.35122851
1126,"{'type': 'Point', 'coordinates': [-122.3510874, 47.61735533]}",70758,47.61735533,-122.3510874
1127,"{'type': 'Point', 'coordinates': [-122.3526927, 47.61920357]}",70762,47.61920357,-122.3526927
1128,"{'type': 'Point', 'coordinates': [-122.3316886, 47.59877036]}",70865,47.59877036,-122.3316886
1129,"{'type': 'Point', 'coordinates': [-122.33145758, 47.59876727]}",70866,47.59876727,-122.33145758
1130,"{'type': 'Point', 'coordinates': [-122.38484406, 47.66983639]}",71289,47.66983639,-122.38484406
1131,"{'type': 'Point', 'coordinates': [-122.38463706, 47.66983638]}",71290,47.66983638,-122.38463706
1132,"{'type': 'Point', 'coordinates': [-122.38746554, 47.66983204]}",71574,47.66983204,-122.38746554
1133,"{'type': 'Point', 'coordinates': [-122.34943159, 47.61735547]}",72329,47.61735547,-122.34943159
1134,"{'type': 'Point', 'coordinates': [-122.34929965, 47.61747412]}",72330,47.61747412,-122.34929965
1135,"{'type': 'Point', 'coordinates': [-122.35119161, 47.61837759]}",72333,47.61837759,-122.35119161
1136,"{'type': 'Point', 'coordinates': [-122.34076078, 47.6133909]}",74025,47.6133909,-122.34076078
1137,"{'type': 'Point', 'coordinates': [-122.34061135, 47.61350649]}",74026,47.61350649,-122.34061135
1138,"{'type': 'Point', 'coordinates': [-122.34205339, 47.61415144]}",74029,47.61415144,-122.34205339
1139,"{'type': 'Point', 'coordinates': [-122.34189516, 47.61428003]}",74030,47.61428003,-122.34189516
1140,"{'type': 'Point', 'coordinates': [-122.34574786, 47.61633159]}",74033,47.61633159,-122.34574786
1141,"{'type': 'Point', 'coordinates': [-122.34561889, 47.61648112]}",74034,47.61648112,-122.34561889
1142,"{'type': 'Point', 'coordinates': [-122.32829027, 47.60258173]}",75149,47.60258173,-122.32829027
1143,"{'type': 'Point', 'coordinates': [-122.33220159, 47.60687895]}",75153,47.60687895,-122.33220159
1144,"{'type': 'Point', 'coordinates': [-122.3425019, 47.61558523]}",75169,47.61558523,-122.3425019
1145,"{'type': 'Point', 'coordinates': [-122.3423449, 47.6157109]}",75170,47.6157109,-122.3423449
1146,"{'type': 'Point', 'coordinates': [-122.34771286, 47.62015028]}",75173,47.62015028,-122.34771286
1147,"{'type': 'Point', 'coordinates': [-122.32775399, 47.59793786]}",75281,47.59793786,-122.32775399
1148,"{'type': 'Point', 'coordinates': [-122.32758781, 47.59793881]}",75282,47.59793881,-122.32758781
1149,"{'type': 'Point', 'coordinates': [-122.32978967, 47.60591026]}",75769,47.60591026,-122.32978967
1150,"{'type': 'Point', 'coordinates': [-122.33240121, 47.60876277]}",75777,47.60876277,-122.33240121
1151,"{'type': 'Point', 'coordinates': [-122.33223665, 47.60882248]}",75778,47.60882248,-122.33223665
1152,"{'type': 'Point', 'coordinates': [-122.33409932, 47.61061354]}",75781,47.61061354,-122.33409932
1153,"{'type': 'Point', 'coordinates': [-122.34407494, 47.61769677]}",75785,47.61769677,-122.34407494
1154,"{'type': 'Point', 'coordinates': [-122.34401361, 47.61786447]}",75786,47.61786447,-122.34401361
1155,"{'type': 'Point', 'coordinates': [-122.32645061, 47.59793464]}",75865,47.59793464,-122.32645061
1156,"{'type': 'Point', 'coordinates': [-122.32628038, 47.59793434]}",75866,47.59793434,-122.32628038
1157,"{'type': 'Point', 'coordinates': [-122.32739887, 47.60497388]}",76033,47.60497388,-122.32739887
1158,"{'type': 'Point', 'coordinates': [-122.32722382, 47.6050118]}",76034,47.6050118,-122.32722382
1159,"{'type': 'Point', 'coordinates': [-122.32922007, 47.60718833]}",76038,47.60718833,-122.32922007
1160,"{'type': 'Point', 'coordinates': [-122.32985799, 47.60788056]}",76042,47.60788056,-122.32985799
1161,"{'type': 'Point', 'coordinates': [-122.33298145, 47.61108436]}",76045,47.61108436,-122.33298145
1162,"{'type': 'Point', 'coordinates': [-122.33283793, 47.61114114]}",76046,47.61114114,-122.33283793
1163,"{'type': 'Point', 'coordinates': [-122.33951498, 47.61615546]}",76053,47.61615546,-122.33951498
1164,"{'type': 'Point', 'coordinates': [-122.34172753, 47.61769659]}",76058,47.61769659,-122.34172753
1165,"{'type': 'Point', 'coordinates': [-122.32387007, 47.59958791]}",76101,47.59958791,-122.32387007
1166,"{'type': 'Point', 'coordinates': [-122.32363501, 47.59958065]}",76102,47.59958065,-122.32363501
1167,"{'type': 'Point', 'coordinates': [-122.32386144, 47.59874622]}",76105,47.59874622,-122.32386144
1168,"{'type': 'Point', 'coordinates': [-122.32364257, 47.59874578]}",76106,47.59874578,-122.32364257
1169,"{'type': 'Point', 'coordinates': [-122.32941216, 47.6090517]}",76186,47.6090517,-122.32941216
1170,"{'type': 'Point', 'coordinates': [-122.33732798, 47.6160495]}",76193,47.6160495,-122.33732798
1171,"{'type': 'Point', 'coordinates': [-122.33717081, 47.61614593]}",76194,47.61614593,-122.33717081
1172,"{'type': 'Point', 'coordinates': [-122.34118265, 47.62032565]}",76197,47.62032565,-122.34118265
1173,"{'type': 'Point', 'coordinates': [-122.34098397, 47.62032487]}",76198,47.62032487,-122.34098397
1174,"{'type': 'Point', 'coordinates': [-122.34117019, 47.62265882]}",76201,47.62265882,-122.34117019
1175,"{'type': 'Point', 'coordinates': [-122.3409512, 47.62266064]}",76202,47.62266064,-122.3409512
1176,"{'type': 'Point', 'coordinates': [-122.32257506, 47.59708557]}",76357,47.59708557,-122.32257506
1177,"{'type': 'Point', 'coordinates': [-122.32233189, 47.59708374]}",76358,47.59708374,-122.32233189
1178,"{'type': 'Point', 'coordinates': [-122.32239979, 47.60310302]}",76398,47.60310302,-122.32239979
1179,"{'type': 'Point', 'coordinates': [-122.32646922, 47.60730393]}",76405,47.60730393,-122.32646922
1180,"{'type': 'Point', 'coordinates': [-122.32629794, 47.60737724]}",76406,47.60737724,-122.32629794
1181,"{'type': 'Point', 'coordinates': [-122.32712961, 47.60802033]}",76409,47.60802033,-122.32712961
1182,"{'type': 'Point', 'coordinates': [-122.32695035, 47.60809535]}",76410,47.60809535,-122.32695035
1183,"{'type': 'Point', 'coordinates': [-122.32780118, 47.60875479]}",76413,47.60875479,-122.32780118
1184,"{'type': 'Point', 'coordinates': [-122.32761973, 47.60882741]}",76414,47.60882741,-122.32761973
1185,"{'type': 'Point', 'coordinates': [-122.32843867, 47.60945231]}",76417,47.60945231,-122.32843867
1186,"{'type': 'Point', 'coordinates': [-122.33986286, 47.62029504]}",76429,47.62029504,-122.33986286
1187,"{'type': 'Point', 'coordinates': [-122.33968445, 47.62029437]}",76430,47.62029437,-122.33968445
1188,"{'type': 'Point', 'coordinates': [-122.33966666, 47.62261473]}",76434,47.62261473,-122.33966666
1189,"{'type': 'Point', 'coordinates': [-122.33700071, 47.60205184]}",76609,47.60205184,-122.33700071
1190,"{'type': 'Point', 'coordinates': [-122.33808783, 47.60348079]}",76614,47.60348079,-122.33808783
1191,"{'type': 'Point', 'coordinates': [-122.33933288, 47.60486127]}",76618,47.60486127,-122.33933288
1192,"{'type': 'Point', 'coordinates': [-122.34572989, 47.6095449]}",76621,47.6095449,-122.34572989
1193,"{'type': 'Point', 'coordinates': [-122.34549519, 47.60963243]}",76622,47.60963243,-122.34549519
1194,"{'type': 'Point', 'coordinates': [-122.35312622, 47.61376528]}",76625,47.61376528,-122.35312622
1195,"{'type': 'Point', 'coordinates': [-122.35301623, 47.61393711]}",76626,47.61393711,-122.35301623
1196,"{'type': 'Point', 'coordinates': [-122.34061289, 47.60647092]}",76649,47.60647092,-122.34061289
1197,"{'type': 'Point', 'coordinates': [-122.34037426, 47.60659082]}",76650,47.60659082,-122.34037426
1198,"{'type': 'Point', 'coordinates': [-122.33560395, 47.59873086]}",76653,47.59873086,-122.33560395
1199,"{'type': 'Point', 'coordinates': [-122.34286784, 47.62717661]}",76713,47.62717661,-122.34286784
1200,"{'type': 'Point', 'coordinates': [-122.34286858, 47.62710533]}",76714,47.62710533,-122.34286858
1201,"{'type': 'Point', 'coordinates': [-122.34165854, 47.62720457]}",76717,47.62720457,-122.34165854
1202,"{'type': 'Point', 'coordinates': [-122.3416596, 47.6270675]}",76718,47.6270675,-122.3416596
1203,"{'type': 'Point', 'coordinates': [-122.33007554, 47.6269241]}",76721,47.6269241,-122.33007554
1204,"{'type': 'Point', 'coordinates': [-122.33005729, 47.62682008]}",76722,47.62682008,-122.33005729
1205,"{'type': 'Point', 'coordinates': [-122.38271478, 47.66588407]}",76961,47.66588407,-122.38271478
1206,"{'type': 'Point', 'coordinates': [-122.38267721, 47.66608103]}",76962,47.66608103,-122.38267721
1207,"{'type': 'Point', 'coordinates': [-122.34662847, 47.61518501]}",76985,47.61518501,-122.34662847
1208,"{'type': 'Point', 'coordinates': [-122.34644272, 47.61507876]}",76986,47.61507876,-122.34644272
1209,"{'type': 'Point', 'coordinates': [-122.34404293, 47.61719267]}",76989,47.61719267,-122.34404293
1210,"{'type': 'Point', 'coordinates': [-122.34385843, 47.61708545]}",76990,47.61708545,-122.34385843
1211,"{'type': 'Point', 'coordinates': [-122.34300477, 47.61775786]}",76994,47.61775786,-122.34300477
1212,"{'type': 'Point', 'coordinates': [-122.34517233, 47.61432015]}",77118,47.61432015,-122.34517233
1213,"{'type': 'Point', 'coordinates': [-122.34254594, 47.61635447]}",77122,47.61635447,-122.34254594
1214,"{'type': 'Point', 'coordinates': [-122.3418123, 47.61709628]}",77125,47.61709628,-122.3418123
1215,"{'type': 'Point', 'coordinates': [-122.34168549, 47.61701942]}",77126,47.61701942,-122.34168549
1216,"{'type': 'Point', 'coordinates': [-122.34098431, 47.61773608]}",77129,47.61773608,-122.34098431
1217,"{'type': 'Point', 'coordinates': [-122.34397195, 47.61367039]}",77217,47.61367039,-122.34397195
1218,"{'type': 'Point', 'coordinates': [-122.34383836, 47.61356962]}",77218,47.61356962,-122.34383836
1219,"{'type': 'Point', 'coordinates': [-122.34223441, 47.61500119]}",77221,47.61500119,-122.34223441
1220,"{'type': 'Point', 'coordinates': [-122.34210409, 47.61491872]}",77222,47.61491872,-122.34210409
1221,"{'type': 'Point', 'coordinates': [-122.34138494, 47.61566637]}",77225,47.61566637,-122.34138494
1222,"{'type': 'Point', 'coordinates': [-122.33485267, 47.61812378]}",77261,47.61812378,-122.33485267
1223,"{'type': 'Point', 'coordinates': [-122.3348533, 47.6182961]}",77262,47.6182961,-122.3348533
1224,"{'type': 'Point', 'coordinates': [-122.33599288, 47.61912646]}",77265,47.61912646,-122.33599288
1225,"{'type': 'Point', 'coordinates': [-122.32285409, 47.61177526]}",77313,47.61177526,-122.32285409
1226,"{'type': 'Point', 'coordinates': [-122.32272379, 47.61183608]}",77314,47.61183608,-122.32272379
1227,"{'type': 'Point', 'coordinates': [-122.3234816, 47.6146611]}",77317,47.6146611,-122.3234816
1228,"{'type': 'Point', 'coordinates': [-122.35215542, 47.61731051]}",77349,47.61731051,-122.35215542
1229,"{'type': 'Point', 'coordinates': [-122.31980685, 47.61255277]}",77382,47.61255277,-122.31980685
1230,"{'type': 'Point', 'coordinates': [-122.31442982, 47.65904109]}",77389,47.65904109,-122.31442982
1231,"{'type': 'Point', 'coordinates': [-122.3142513, 47.65903895]}",77390,47.65903895,-122.3142513
1232,"{'type': 'Point', 'coordinates': [-122.33266198, 47.60331352]}",77545,47.60331352,-122.33266198
1233,"{'type': 'Point', 'coordinates': [-122.33256944, 47.60320717]}",77546,47.60320717,-122.33256944
1234,"{'type': 'Point', 'coordinates': [-122.33155793, 47.60376907]}",77549,47.60376907,-122.33155793
1235,"{'type': 'Point', 'coordinates': [-122.33146539, 47.60366272]}",77550,47.60366272,-122.33146539
1236,"{'type': 'Point', 'coordinates': [-122.32487277, 47.60654852]}",77557,47.60654852,-122.32487277
1237,"{'type': 'Point', 'coordinates': [-122.32478402, 47.60646959]}",77558,47.60646959,-122.32478402
1238,"{'type': 'Point', 'coordinates': [-122.32263397, 47.60749082]}",77561,47.60749082,-122.32263397
1239,"{'type': 'Point', 'coordinates': [-122.32255557, 47.60739467]}",77562,47.60739467,-122.32255557
1240,"{'type': 'Point', 'coordinates': [-122.35290183, 47.61542497]}",77569,47.61542497,-122.35290183
1241,"{'type': 'Point', 'coordinates': [-122.35273225, 47.61532287]}",77570,47.61532287,-122.35273225
1242,"{'type': 'Point', 'coordinates': [-122.35206772, 47.61606995]}",77573,47.61606995,-122.35206772
1243,"{'type': 'Point', 'coordinates': [-122.35191338, 47.6159769]}",77574,47.6159769,-122.35191338
1244,"{'type': 'Point', 'coordinates': [-122.33220929, 47.60447615]}",77609,47.60447615,-122.33220929
1245,"{'type': 'Point', 'coordinates': [-122.332118, 47.60437894]}",77610,47.60437894,-122.332118
1246,"{'type': 'Point', 'coordinates': [-122.3299804, 47.60541497]}",77613,47.60541497,-122.3299804
1247,"{'type': 'Point', 'coordinates': [-122.327653, 47.60626271]}",77618,47.60626271,-122.327653
1248,"{'type': 'Point', 'coordinates': [-122.34220881, 47.62670217]}",77982,47.62670217,-122.34220881
1249,"{'type': 'Point', 'coordinates': [-122.34242449, 47.62844616]}",77985,47.62844616,-122.34242449
1250,"{'type': 'Point', 'coordinates': [-122.3422055, 47.62844527]}",77986,47.62844527,-122.3422055
1251,"{'type': 'Point', 'coordinates': [-122.3424091, 47.63017123]}",77989,47.63017123,-122.3424091
1252,"{'type': 'Point', 'coordinates': [-122.34219059, 47.63011566]}",77990,47.63011566,-122.34219059
1253,"{'type': 'Point', 'coordinates': [-122.34240192, 47.63099759]}",77993,47.63099759,-122.34240192
1254,"{'type': 'Point', 'coordinates': [-122.34218322, 47.63096125]}",77994,47.63096125,-122.34218322
1255,"{'type': 'Point', 'coordinates': [-122.3534781, 47.61808068]}",78041,47.61808068,-122.3534781
1256,"{'type': 'Point', 'coordinates': [-122.35332597, 47.61798174]}",78042,47.61798174,-122.35332597
1257,"{'type': 'Point', 'coordinates': [-122.32926153, 47.61818495]}",78065,47.61818495,-122.32926153
1258,"{'type': 'Point', 'coordinates': [-122.32925328, 47.61913534]}",78069,47.61913534,-122.32925328
1259,"{'type': 'Point', 'coordinates': [-122.32928164, 47.62369838]}",78073,47.62369838,-122.32928164
1260,"{'type': 'Point', 'coordinates': [-122.34363822, 47.60932048]}",78114,47.60932048,-122.34363822
1261,"{'type': 'Point', 'coordinates': [-122.35100449, 47.6135763]}",78117,47.6135763,-122.35100449
1262,"{'type': 'Point', 'coordinates': [-122.35084742, 47.61370194]}",78118,47.61370194,-122.35084742
1263,"{'type': 'Point', 'coordinates': [-122.35269231, 47.61478184]}",78122,47.61478184,-122.35269231
1264,"{'type': 'Point', 'coordinates': [-122.33778888, 47.62211282]}",78701,47.62211282,-122.33778888
1265,"{'type': 'Point', 'coordinates': [-122.33776987, 47.62196471]}",78702,47.62196471,-122.33776987
1266,"{'type': 'Point', 'coordinates': [-122.33513202, 47.62209926]}",78705,47.62209926,-122.33513202
1267,"{'type': 'Point', 'coordinates': [-122.34302665, 47.62214055]}",78781,47.62214055,-122.34302665
1268,"{'type': 'Point', 'coordinates': [-122.33191225, 47.6158947]}",78933,47.6158947,-122.33191225
1269,"{'type': 'Point', 'coordinates': [-122.33181854, 47.61578417]}",78934,47.61578417,-122.33181854
1270,"{'type': 'Point', 'coordinates': [-122.33105726, 47.61655931]}",78937,47.61655931,-122.33105726
1271,"{'type': 'Point', 'coordinates': [-122.32356438, 47.60501562]}",79014,47.60501562,-122.32356438
1272,"{'type': 'Point', 'coordinates': [-122.34440288, 47.61980996]}",79021,47.61980996,-122.34440288
1273,"{'type': 'Point', 'coordinates': [-122.34443042, 47.61964557]}",79022,47.61964557,-122.34443042
1274,"{'type': 'Point', 'coordinates': [-122.33362811, 47.61973194]}",79029,47.61973194,-122.33362811
1275,"{'type': 'Point', 'coordinates': [-122.33361665, 47.61959484]}",79030,47.61959484,-122.33361665
1276,"{'type': 'Point', 'coordinates': [-122.33257278, 47.61973707]}",79033,47.61973707,-122.33257278
1277,"{'type': 'Point', 'coordinates': [-122.33261027, 47.61959441]}",79034,47.61959441,-122.33261027
1278,"{'type': 'Point', 'coordinates': [-122.3297911, 47.61975161]}",79041,47.61975161,-122.3297911
1279,"{'type': 'Point', 'coordinates': [-122.32987656, 47.61960575]}",79042,47.61960575,-122.32987656
1280,"{'type': 'Point', 'coordinates': [-122.34256616, 47.61278643]}",79354,47.61278643,-122.34256616
1281,"{'type': 'Point', 'coordinates': [-122.34170472, 47.61344824]}",79358,47.61344824,-122.34170472
1282,"{'type': 'Point', 'coordinates': [-122.33913495, 47.6154348]}",79362,47.6154348,-122.33913495
1283,"{'type': 'Point', 'coordinates': [-122.33668489, 47.61755058]}",79365,47.61755058,-122.33668489
1284,"{'type': 'Point', 'coordinates': [-122.33770957, 47.60401219]}",79558,47.60401219,-122.33770957
1285,"{'type': 'Point', 'coordinates': [-122.33452079, 47.60534625]}",79566,47.60534625,-122.33452079
1286,"{'type': 'Point', 'coordinates': [-122.33230366, 47.60627351]}",79570,47.60627351,-122.33230366
1287,"{'type': 'Point', 'coordinates': [-122.33009557, 47.60718121]}",79574,47.60718121,-122.33009557
1288,"{'type': 'Point', 'coordinates': [-122.32566552, 47.60904037]}",79578,47.60904037,-122.32566552
1289,"{'type': 'Point', 'coordinates': [-122.33392185, 47.60474615]}",79649,47.60474615,-122.33392185
1290,"{'type': 'Point', 'coordinates': [-122.33061193, 47.6061335]}",79653,47.6061335,-122.33061193
1291,"{'type': 'Point', 'coordinates': [-122.33051509, 47.6060354]}",79654,47.6060354,-122.33051509
1292,"{'type': 'Point', 'coordinates': [-122.32842887, 47.60705621]}",79657,47.60705621,-122.32842887
1293,"{'type': 'Point', 'coordinates': [-122.32827966, 47.60696067]}",79658,47.60696067,-122.32827966
1294,"{'type': 'Point', 'coordinates': [-122.32498811, 47.59874797]}",79674,47.59874797,-122.32498811
1295,"{'type': 'Point', 'coordinates': [-122.32516176, 47.5979094]}",79677,47.5979094,-122.32516176
1296,"{'type': 'Point', 'coordinates': [-122.32495913, 47.59790356]}",79678,47.59790356,-122.32495913
1297,"{'type': 'Point', 'coordinates': [-122.32515195, 47.59626866]}",79681,47.59626866,-122.32515195
1298,"{'type': 'Point', 'coordinates': [-122.3279937, 47.61473559]}",79741,47.61473559,-122.3279937
1299,"{'type': 'Point', 'coordinates': [-122.32780973, 47.61459125]}",79742,47.61459125,-122.32780973
1300,"{'type': 'Point', 'coordinates': [-122.35604183, 47.62465595]}",79765,47.62465595,-122.35604183
1301,"{'type': 'Point', 'coordinates': [-122.35605718, 47.62450385]}",79766,47.62450385,-122.35605718
1302,"{'type': 'Point', 'coordinates': [-122.33917374, 47.62446547]}",79778,47.62446547,-122.33917374
1303,"{'type': 'Point', 'coordinates': [-122.33239874, 47.62431963]}",79785,47.62431963,-122.33239874
1304,"{'type': 'Point', 'coordinates': [-122.33237992, 47.62421002]}",79786,47.62421002,-122.33237992
1305,"{'type': 'Point', 'coordinates': [-122.32982852, 47.62432634]}",79789,47.62432634,-122.32982852
1306,"{'type': 'Point', 'coordinates': [-122.32980982, 47.62423318]}",79790,47.62423318,-122.32980982
1307,"{'type': 'Point', 'coordinates': [-122.32573646, 47.61157561]}",79881,47.61157561,-122.32573646
1308,"{'type': 'Point', 'coordinates': [-122.32559852, 47.61163327]}",79882,47.61163327,-122.32559852
1309,"{'type': 'Point', 'coordinates': [-122.32652887, 47.61240712]}",79885,47.61240712,-122.32652887
1310,"{'type': 'Point', 'coordinates': [-122.3263733, 47.61247157]}",79886,47.61247157,-122.3263733
1311,"{'type': 'Point', 'coordinates': [-122.33001488, 47.61645359]}",79890,47.61645359,-122.33001488
1312,"{'type': 'Point', 'coordinates': [-122.33338994, 47.59675354]}",80001,47.59675354,-122.33338994
1313,"{'type': 'Point', 'coordinates': [-122.33312244, 47.59675299]}",80002,47.59675299,-122.33312244
1314,"{'type': 'Point', 'coordinates': [-122.33581204, 47.61341115]}",80017,47.61341115,-122.33581204
1315,"{'type': 'Point', 'coordinates': [-122.3346818, 47.61387948]}",80021,47.61387948,-122.3346818
1316,"{'type': 'Point', 'coordinates': [-122.34217738, 47.60818179]}",80177,47.60818179,-122.34217738
1317,"{'type': 'Point', 'coordinates': [-122.32836673, 47.6137818]}",80185,47.6137818,-122.32836673
1318,"{'type': 'Point', 'coordinates': [-122.32826775, 47.61364267]}",80186,47.61364267,-122.32826775
1319,"{'type': 'Point', 'coordinates': [-122.34348255, 47.60881292]}",80193,47.60881292,-122.34348255
1320,"{'type': 'Point', 'coordinates': [-122.34332117, 47.60873185]}",80194,47.60873185,-122.34332117
1321,"{'type': 'Point', 'coordinates': [-122.34155327, 47.6094665]}",80198,47.6094665,-122.34155327
1322,"{'type': 'Point', 'coordinates': [-122.32824671, 47.61502207]}",80222,47.61502207,-122.32824671
1323,"{'type': 'Point', 'coordinates': [-122.35682373, 47.62035603]}",80273,47.62035603,-122.35682373
1324,"{'type': 'Point', 'coordinates': [-122.35666155, 47.62035414]}",80274,47.62035414,-122.35666155
1325,"{'type': 'Point', 'coordinates': [-122.35681515, 47.62150584]}",80277,47.62150584,-122.35681515
1326,"{'type': 'Point', 'coordinates': [-122.35665297, 47.62150252]}",80278,47.62150252,-122.35665297
1327,"{'type': 'Point', 'coordinates': [-122.35475321, 47.62333764]}",80537,47.62333764,-122.35475321
1328,"{'type': 'Point', 'coordinates': [-122.35471799, 47.62319221]}",80538,47.62319221,-122.35471799
1329,"{'type': 'Point', 'coordinates': [-122.34824461, 47.62332775]}",80541,47.62332775,-122.34824461
1330,"{'type': 'Point', 'coordinates': [-122.34834833, 47.6232061]}",80542,47.6232061,-122.34834833
1331,"{'type': 'Point', 'coordinates': [-122.34042507, 47.62328513]}",80545,47.62328513,-122.34042507
1332,"{'type': 'Point', 'coordinates': [-122.33914163, 47.62315969]}",80550,47.62315969,-122.33914163
1333,"{'type': 'Point', 'coordinates': [-122.33233929, 47.62317542]}",80553,47.62317542,-122.33233929
1334,"{'type': 'Point', 'coordinates': [-122.33234469, 47.62306574]}",80554,47.62306574,-122.33234469
