,blockfacename,location,paidparkingarea,paidparkingsubarea,parkingcategory,parkingspacecount,parkingtimelimitcategory,sideofstreet,sourceelementkey,latitude,longitude
805,6TH AVE BETWEEN BELL ST AND BATTERY ST,"{'type': 'Point', 'coordinates': [-122.34280866, 47.6171554]}",Denny Triangle,North,Paid Parking,13,240.0,NE,53130,47.6171554,-122.34280866
806,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.34514822, 47.61915885]}",Uptown Triangle,,Paid Parking,11,600.0,W,53133,47.61915885,-122.34514822
807,6TH AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.34486439, 47.61916578]}",Uptown Triangle,,Paid Parking,7,600.0,E,53134,47.61916578,-122.34486439
808,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.34513699, 47.62031534]}",Uptown Triangle,,Paid Parking,16,600.0,W,53137,47.62031534,-122.34513699
809,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.34484504, 47.62031408]}",Uptown Triangle,,Paid Parking,18,600.0,E,53138,47.62031408,-122.34484504
810,6TH AVE N BETWEEN HARRISON ST AND 6TH AV N SR99 ON RP,"{'type': 'Point', 'coordinates': [-122.34487103, 47.62260909]}",Uptown Triangle,,Paid Parking,12,600.0,E,53142,47.62260909,-122.34487103
811,6TH AVE S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.32644733, 47.59877208]}",Chinatown/ID,Edge,Paid Parking,5,120.0,W,53237,47.59877208,-122.32644733
812,6TH AVE S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.3262771, 47.5987704]}",Chinatown/ID,Edge,Paid Parking,8,120.0,E,53238,47.5987704,-122.3262771
813,6TH AVE S BETWEEN S WELLER ST AND S LANE ST,"{'type': 'Point', 'coordinates': [-122.32645397, 47.59707811]}",Chinatown/ID,Core,Paid Parking,4,120.0,W,53241,47.59707811,-122.32645397
814,6TH AVE S BETWEEN S WELLER ST AND S LANE ST,"{'type': 'Point', 'coordinates': [-122.32628368, 47.59709419]}",Chinatown/ID,Core,Paid Parking,5,120.0,E,53242,47.59709419,-122.32628368
815,7TH AVE BETWEEN PINE ST AND OLIVE WAY,"{'type': 'Point', 'coordinates': [-122.33463505, 47.61312767]}",Commercial Core,Retail,Paid Parking,9,120.0,NE,53422,47.61312767,-122.33463505
816,7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.33836153, 47.61548441]}",Denny Triangle,South,Paid Parking,4,120.0,SW,53429,47.61548441,-122.33836153
817,7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.33833527, 47.61568744]}",Denny Triangle,South,Paid Parking,6,120.0,NE,53430,47.61568744,-122.33833527
818,8TH AVE BETWEEN PINE ST AND OLIVE WAY,"{'type': 'Point', 'coordinates': [-122.33353011, 47.61360677]}",Commercial Core,Retail,Paid Parking,2,120.0,NE,53542,47.61360677,-122.33353011
819,8TH AVE N BETWEEN ROY ST AND VALLEY ST,"{'type': 'Point', 'coordinates': [-122.34115357, 47.62582786]}",South Lake Union,North,Paid Parking,19,600.0,W,53545,47.62582786,-122.34115357
820,8TH AVE N BETWEEN ROY ST AND VALLEY ST,"{'type': 'Point', 'coordinates': [-122.34090996, 47.62586105]}",South Lake Union,North,Paid Parking,9,600.0,E,53546,47.62586105,-122.34090996
821,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,"{'type': 'Point', 'coordinates': [-122.34111554, 47.62820088]}",South Lake Union,North,Paid Parking,28,600.0,W,53549,47.62820088,-122.34111554
822,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,"{'type': 'Point', 'coordinates': [-122.34086055, 47.62817888]}",South Lake Union,North,Paid Parking,16,600.0,E,53550,47.62817888,-122.34086055
823,8TH AVE S BETWEEN S JACKSON ST AND S KING ST,"{'type': 'Point', 'coordinates': [-122.32256818, 47.5987507]}",Chinatown/ID,Edge,Paid Parking,4,120.0,W,53681,47.5987507,-122.32256818
824,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.33644763, 47.61672619]}",Denny Triangle,North,Paid Parking,6,240.0,SW,53805,47.61672619,-122.33644763
825,9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,"{'type': 'Point', 'coordinates': [-122.33632144, 47.61680818]}",Denny Triangle,North,Paid Parking,6,240.0,NE,53806,47.61680818,-122.33632144
826,9TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,"{'type': 'Point', 'coordinates': [-122.33965677, 47.62387194]}",South Lake Union,South,Paid Parking,4,600.0,E,53810,47.62387194,-122.33965677
827,ALASKAN WAY BETWEEN COLUMBIA ST AND MARION ST,"{'type': 'Point', 'coordinates': [-122.33739229, 47.60272059]}",Commercial Core,Waterfront,Paid Parking,13,240.0,NE,53998,47.60272059,-122.33739229
828,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.35002691, 47.61208131]}",Belltown,North,Paid Parking,15,240.0,SW,54009,47.61208131,-122.35002691
829,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34987647, 47.61220724]}",Belltown,North,Paid Parking,9,240.0,NE,54010,47.61220724,-122.34987647
830,ALASKAN E RDWY WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,"{'type': 'Point', 'coordinates': [-122.33564645, 47.60044699]}",Pioneer Square,Edge,Paid Parking,19,120.0,W,54021,47.60044699,-122.33564645
831,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32227056, 47.603684]}",First Hill,,Paid Parking,11,120.0,NW,54037,47.603684,-122.32227056
832,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32217322, 47.60360867]}",First Hill,,Restricted Parking Zone,10,120.0,SE,54038,47.60360867,-122.32217322
833,ALOHA ST BETWEEN MINOR AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33160969, 47.62691411]}",South Lake Union,North,Paid Parking,10,600.0,N,54073,47.62691411,-122.33160969
834,ALOHA ST BETWEEN MINOR AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33162869, 47.62680437]}",South Lake Union,North,Paid Parking,9,600.0,S,54074,47.62680437,-122.33162869
835,BATTERY ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.34830871, 47.61387783]}",Belltown,North,Paid Parking,5,240.0,NW,54305,47.61387783,-122.34830871
836,BELL ST BETWEEN 8TH AVE AND DENNY WAY,"{'type': 'Point', 'coordinates': [-122.34027074, 47.61830892]}",Denny Triangle,North,Paid Parking,4,240.0,NW,54409,47.61830892,-122.34027074
837,BELL ST BETWEEN 8TH AVE AND DENNY WAY,"{'type': 'Point', 'coordinates': [-122.34007491, 47.6182605]}",Denny Triangle,North,Paid Parking,4,240.0,SE,54410,47.6182605,-122.34007491
838,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,"{'type': 'Point', 'coordinates': [-122.32457474, 47.61465635]}",Pike-Pine,,Restricted Parking Zone,8,120.0,W,54449,47.61465635,-122.32457474
839,BELMONT AVE BETWEEN E PIKE ST AND E PINE ST,"{'type': 'Point', 'coordinates': [-122.32435615, 47.61468365]}",Pike-Pine,,Paid Parking,11,120.0,E,54450,47.61468365,-122.32435615
840,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.34568472, 47.61233327]}",Belltown,South,Paid Parking,8,120.0,NW,54513,47.61233327,-122.34568472
841,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.34555039, 47.6122539]}",Belltown,South,Paid Parking,5,120.0,SE,54514,47.6122539,-122.34555039
842,BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.3214265, 47.61039901]}",First Hill,,Paid Parking,5,120.0,NE,54606,47.61039901,-122.3214265
843,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,"{'type': 'Point', 'coordinates': [-122.32353318, 47.61250368]}",First Hill,,Restricted Parking Zone,8,120.0,SW,54609,47.61250368,-122.32353318
844,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,"{'type': 'Point', 'coordinates': [-122.32340074, 47.61256215]}",First Hill,,Restricted Parking Zone,7,120.0,NE,54610,47.61256215,-122.32340074
845,BROAD ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35303647, 47.61664133]}",Belltown,North,Paid Parking,5,240.0,NW,54669,47.61664133,-122.35303647
846,BROAD ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.35129465, 47.61796364]}",Belltown,North,Paid Parking,7,240.0,NW,54673,47.61796364,-122.35129465
847,BROADWAY BETWEEN HARVARD AVE AND E UNION ST,"{'type': 'Point', 'coordinates': [-122.32063959, 47.6121046]}",First Hill,,Paid Parking,7,120.0,E,54722,47.6121046,-122.32063959
848,BROADWAY BETWEEN E PIKE ST AND E PINE ST,"{'type': 'Point', 'coordinates': [-122.32089936, 47.61467932]}",Pike-Pine,,Paid Parking,10,120.0,W,54725,47.61467932,-122.32089936
849,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,"{'type': 'Point', 'coordinates': [-122.32093008, 47.615854]}",Capitol Hill,South,Paid Parking,9,120.0,W,54729,47.615854,-122.32093008
850,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,"{'type': 'Point', 'coordinates': [-122.32070714, 47.61585834]}",Capitol Hill,South,Paid Parking,10,120.0,E,54730,47.61585834,-122.32070714
851,BROADWAY E BETWEEN E THOMAS ST AND E HARRISON ST,"{'type': 'Point', 'coordinates': [-122.32100027, 47.62152987]}",Capitol Hill,North,Paid Parking,11,120.0,W,54733,47.62152987,-122.32100027
852,BROADWAY E BETWEEN E THOMAS ST AND E HARRISON ST,"{'type': 'Point', 'coordinates': [-122.32078533, 47.6215287]}",Capitol Hill,North,Paid Parking,9,120.0,E,54734,47.6215287,-122.32078533
853,BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,"{'type': 'Point', 'coordinates': [-122.32104278, 47.62369682]}",Capitol Hill,North,Paid Parking,16,120.0,W,54737,47.62369682,-122.32104278
854,BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,"{'type': 'Point', 'coordinates': [-122.32081137, 47.62368073]}",Capitol Hill,North,Paid Parking,5,120.0,E,54738,47.62368073,-122.32081137
855,BROADWAY E BETWEEN E ROY W ST AND E ALOHA ST,"{'type': 'Point', 'coordinates': [-122.32141642, 47.62597214]}",Capitol Hill,North,Paid Parking,6,120.0,W,54741,47.62597214,-122.32141642
856,BROADWAY CT BETWEEN E MADISON ST AND E SENECA ST,"{'type': 'Point', 'coordinates': [-122.31980299, 47.61188096]}",Pike-Pine,,Paid Parking,6,240.0,E,54754,47.61188096,-122.31980299
857,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,"{'type': 'Point', 'coordinates': [-122.31447503, 47.65755256]}",University District,Core,Paid Parking,18,120.0,W,54765,47.65755256,-122.31447503
858,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,"{'type': 'Point', 'coordinates': [-122.31429199, 47.65756816]}",University District,Core,Paid Parking,16,120.0,E,54766,47.65756816,-122.31429199
859,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34942031, 47.61685194]}",Belltown,North,Paid Parking,7,240.0,NW,54953,47.61685194,-122.34942031
860,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,"{'type': 'Point', 'coordinates': [-122.34924775, 47.61673547]}",Belltown,North,Paid Parking,5,240.0,SE,54954,47.61673547,-122.34924775
861,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.34947863, 47.61806027]}",Belltown,North,Paid Parking,9,240.0,NW,54985,47.61806027,-122.34947863
862,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.34929581, 47.61799756]}",Belltown,North,Paid Parking,8,240.0,SE,54986,47.61799756,-122.34929581
863,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32553133, 47.60726592]}",First Hill,,Paid Parking,7,120.0,NW,55025,47.60726592,-122.32553133
864,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32544003, 47.60718161]}",First Hill,,Restricted Parking Zone,5,120.0,SE,55026,47.60718161,-122.32544003
865,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.3244191, 47.60771806]}",First Hill,,Paid Parking,10,120.0,NW,55029,47.60771806,-122.3244191
866,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32435775, 47.60764057]}",First Hill,,Paid Parking,7,120.0,SE,55030,47.60764057,-122.32435775
867,DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.34254683, 47.61913275]}",South Lake Union,South,Paid Parking,3,120.0,W,55369,47.61913275,-122.34254683
868,DEXTER AVE N BETWEEN DENNY WAY AND JOHN ST,"{'type': 'Point', 'coordinates': [-122.3422468, 47.61912951]}",South Lake Union,South,Paid Parking,2,120.0,E,55370,47.61912951,-122.3422468
869,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.3425489, 47.62030601]}",South Lake Union,South,Paid Parking,7,120.0,W,55373,47.62030601,-122.3425489
870,DEXTER AVE N BETWEEN JOHN ST AND THOMAS ST,"{'type': 'Point', 'coordinates': [-122.34222454, 47.620302]}",South Lake Union,South,Paid Parking,9,120.0,E,55374,47.620302,-122.34222454
871,DEXTER AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.34251847, 47.62379307]}",South Lake Union,South,Paid Parking,3,120.0,W,55377,47.62379307,-122.34251847
872,DILLING WAY BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.32980717, 47.60197155]}",Pioneer Square,Edge,Paid Parking,7,120.0,NW,55409,47.60197155,-122.32980717
873,DILLING WAY BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.32955839, 47.60197685]}",Pioneer Square,Edge,Paid Parking,1,120.0,SE,55410,47.60197685,-122.32955839
874,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35433613, 47.617408]}",Belltown,North,Paid Parking,7,240.0,NW,55429,47.617408,-122.35433613
875,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35419616, 47.61731632]}",Belltown,North,Paid Parking,6,240.0,SE,55430,47.61731632,-122.35419616
876,EASTLAKE AVE E BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.32927427, 47.62252079]}",South Lake Union,South,Restricted Parking Zone,10,120.0,W,55449,47.62252079,-122.32927427
877,EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N,"{'type': 'Point', 'coordinates': [-122.32681868, 47.63134595]}",South Lake Union,North,Paid Parking,20,600.0,NW,55453,47.63134595,-122.32681868
878,EASTLAKE AVE E BETWEEN E NELSON PL AND FAIRVIEW AVE N,"{'type': 'Point', 'coordinates': [-122.32657593, 47.63127461]}",South Lake Union,North,Paid Parking,8,600.0,SE,55454,47.63127461,-122.32657593
879,ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,"{'type': 'Point', 'coordinates': [-122.34590525, 47.61153645]}",Belltown,South,Paid Parking,9,120.0,N,55473,47.61153645,-122.34590525
880,ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,"{'type': 'Point', 'coordinates': [-122.34575092, 47.61135286]}",Belltown,South,Paid Parking,6,120.0,S,55474,47.61135286,-122.34575092
881,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.33444547, 47.62143551]}",South Lake Union,South,Paid Parking,16,600.0,W,55637,47.62143551,-122.33444547
882,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.33418976, 47.62139099]}",South Lake Union,South,Paid Parking,10,600.0,E,55638,47.62139099,-122.33418976
883,FAIRVIEW AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.33443905, 47.62261088]}",South Lake Union,South,Paid Parking,15,120.0,W,55641,47.62261088,-122.33443905
884,HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,"{'type': 'Point', 'coordinates': [-122.33914567, 47.62212606]}",South Lake Union,South,Paid Parking,4,120.0,N,56073,47.62212606,-122.33914567
885,HARRISON ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,"{'type': 'Point', 'coordinates': [-122.33912682, 47.6219615]}",South Lake Union,South,Paid Parking,6,120.0,S,56074,47.6219615,-122.33912682
886,HARRISON ST BETWEEN YALE AVE N AND EASTLAKE AVE E,"{'type': 'Point', 'coordinates': [-122.329809, 47.62192424]}",South Lake Union,South,Paid Parking,8,600.0,S,56082,47.62192424,-122.329809
887,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,"{'type': 'Point', 'coordinates': [-122.32202359, 47.61467559]}",Pike-Pine,,Paid Parking,11,120.0,E,56149,47.61467559,-122.32202359
888,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,"{'type': 'Point', 'coordinates': [-122.32221818, 47.61467413]}",Pike-Pine,,Paid Parking,10,120.0,W,56150,47.61467413,-122.32221818
889,HOWELL ST BETWEEN MINOR AVE AND YALE AVE,"{'type': 'Point', 'coordinates': [-122.3302179, 47.61721619]}",Denny Triangle,North,Paid Parking,5,240.0,NW,56241,47.61721619,-122.3302179
890,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,"{'type': 'Point', 'coordinates': [-122.32995858, 47.6121682]}",First Hill,,Restricted Parking Zone,12,120.0,E,56246,47.6121682,-122.32995858
891,JOHN ST BETWEEN TAYLOR AVE N AND 6TH AVE N,"{'type': 'Point', 'coordinates': [-122.34565175, 47.61981452]}",Uptown Triangle,,Paid Parking,7,600.0,N,56345,47.61981452,-122.34565175
892,JOHN ST BETWEEN TAYLOR AVE N AND 6TH AVE N,"{'type': 'Point', 'coordinates': [-122.3457077, 47.61965023]}",Uptown Triangle,,Paid Parking,3,600.0,S,56346,47.61965023,-122.3457077
893,JOHN ST BETWEEN AURORA NB AVE N AND DEXTER AVE N,"{'type': 'Point', 'coordinates': [-122.34299816, 47.61980442]}",South Lake Union,South,Paid Parking,3,600.0,N,56349,47.61980442,-122.34299816
894,JOHN ST BETWEEN AURORA NB AVE N AND DEXTER AVE N,"{'type': 'Point', 'coordinates': [-122.34299759, 47.61964815]}",South Lake Union,South,Paid Parking,4,600.0,S,56350,47.61964815,-122.34299759
895,JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,"{'type': 'Point', 'coordinates': [-122.34169801, 47.61980198]}",South Lake Union,South,Paid Parking,6,120.0,N,56353,47.61980198,-122.34169801
896,JOHN ST BETWEEN DEXTER AVE N AND 8TH AVE N,"{'type': 'Point', 'coordinates': [-122.34166097, 47.61964009]}",South Lake Union,South,Paid Parking,19,120.0,S,56354,47.61964009,-122.34166097
897,JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,"{'type': 'Point', 'coordinates': [-122.33782845, 47.61976598]}",South Lake Union,South,Paid Parking,3,600.0,N,56357,47.61976598,-122.33782845
898,JOHN ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,"{'type': 'Point', 'coordinates': [-122.3378255, 47.61963986]}",South Lake Union,South,Paid Parking,2,600.0,S,56358,47.61963986,-122.3378255
899,JOHN ST BETWEEN DEAD END AND BOREN AVE N,"{'type': 'Point', 'coordinates': [-122.33618907, 47.61966361]}",South Lake Union,South,Paid Parking,2,600.0,S,56362,47.61966361,-122.33618907
900,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,"{'type': 'Point', 'coordinates': [-122.38355354, 47.66773569]}",Ballard,Core,Paid Parking,11,120.0,SW,56653,47.66773569,-122.38355354
901,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,"{'type': 'Point', 'coordinates': [-122.38339858, 47.6678947]}",Ballard,Core,Paid Parking,15,120.0,NE,56654,47.6678947,-122.38339858
902,LENORA ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.34427892, 47.61146223]}",Belltown,South,Paid Parking,10,120.0,SE,56682,47.61146223,-122.34427892
903,LENORA ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.34010944, 47.61486473]}",Belltown,South,Paid Parking,5,120.0,NW,56685,47.61486473,-122.34010944
904,LENORA ST BETWEEN 5TH AVE AND 6TH AVE,"{'type': 'Point', 'coordinates': [-122.33998391, 47.61478689]}",Belltown,South,Paid Parking,4,120.0,SE,56686,47.61478689,-122.33998391
905,LENORA ST BETWEEN 8TH AVE AND 9TH AVE,"{'type': 'Point', 'coordinates': [-122.33754857, 47.61686986]}",Denny Triangle,North,Paid Parking,5,240.0,NW,56693,47.61686986,-122.33754857
906,MADISON ST BETWEEN WESTERN AVE AND POST AVE,"{'type': 'Point', 'coordinates': [-122.33710978, 47.60439636]}",Commercial Core,Waterfront,Paid Parking,2,120.0,NW,56901,47.60439636,-122.33710978
907,MADISON ST BETWEEN WESTERN AVE AND POST AVE,"{'type': 'Point', 'coordinates': [-122.3370069, 47.60430723]}",Commercial Core,Waterfront,Paid Parking,6,120.0,SE,56902,47.60430723,-122.3370069
908,MADISON ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,"{'type': 'Point', 'coordinates': [-122.32231995, 47.61044274]}",First Hill,,Paid Parking,6,30.0,SE,56910,47.61044274,-122.32231995
909,MARION ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.33283389, 47.6052007]}",Commercial Core,Financial,Paid Parking,8,120.0,NW,56977,47.6052007,-122.33283389
910,MARION ST BETWEEN 8TH AVE AND 9TH AVE,"{'type': 'Point', 'coordinates': [-122.32723738, 47.60743217]}",First Hill,,Restricted Parking Zone,6,120.0,SE,56982,47.60743217,-122.32723738
911,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,"{'type': 'Point', 'coordinates': [-122.32514483, 47.59707332]}",Chinatown/ID,Core,Paid Parking,8,120.0,W,57017,47.59707332,-122.32514483
912,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,"{'type': 'Point', 'coordinates': [-122.32499081, 47.59707304]}",Chinatown/ID,Core,Paid Parking,6,120.0,E,57018,47.59707304,-122.32499081
913,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,"{'type': 'Point', 'coordinates': [-122.35019179, 47.62465764]}",Uptown,Edge,Paid Parking,14,240.0,N,57077,47.62465764,-122.35019179
914,MINOR AVE BETWEEN JAMES ST AND CHERRY ST,"{'type': 'Point', 'coordinates': [-122.32168833, 47.60734463]}",First Hill,,Paid Parking,5,120.0,NE,57190,47.60734463,-122.32168833
915,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,"{'type': 'Point', 'coordinates': [-122.33125717, 47.61717718]}",Denny Triangle,North,Paid Parking,6,240.0,SW,57193,47.61717718,-122.33125717
916,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,"{'type': 'Point', 'coordinates': [-122.3311435, 47.61726292]}",Denny Triangle,North,Paid Parking,6,240.0,NE,57194,47.61726292,-122.3311435
917,MINOR AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.33310076, 47.62371398]}",South Lake Union,South,Paid Parking,6,600.0,W,57197,47.62371398,-122.33310076
918,MINOR AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.33290607, 47.6237063]}",South Lake Union,South,Paid Parking,10,600.0,E,57198,47.6237063,-122.33290607
919,MINOR AVE N BETWEEN ROY ST AND VALLEY ST,"{'type': 'Point', 'coordinates': [-122.33266709, 47.62552645]}",South Lake Union,North,Paid Parking,12,600.0,W,57201,47.62552645,-122.33266709
920,MINOR AVE N BETWEEN ROY ST AND VALLEY ST,"{'type': 'Point', 'coordinates': [-122.33246437, 47.62554339]}",South Lake Union,North,Paid Parking,9,600.0,E,57202,47.62554339,-122.33246437
921,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,"{'type': 'Point', 'coordinates': [-122.33296847, 47.60129311]}",Pioneer Square,Core,Paid Parking,9,120.0,W,57349,47.60129311,-122.33296847
922,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,"{'type': 'Point', 'coordinates': [-122.33278201, 47.60129281]}",Pioneer Square,Core,Paid Parking,5,120.0,E,57350,47.60129281,-122.33278201
923,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,"{'type': 'Point', 'coordinates': [-122.33297326, 47.59872593]}",Pioneer Square,Edge,Paid Parking,8,120.0,W,57353,47.59872593,-122.33297326
924,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,"{'type': 'Point', 'coordinates': [-122.33278682, 47.59872563]}",Pioneer Square,Edge,Paid Parking,5,120.0,E,57354,47.59872563,-122.33278682
925,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.33802771, 47.61248557]}",Commercial Core,Retail,Paid Parking,8,120.0,NW,57377,47.61248557,-122.33802771
926,PIKE ST BETWEEN 8TH AVE AND CONVENTION PL,"{'type': 'Point', 'coordinates': [-122.33173301, 47.6123329]}",Commercial Core,Retail,Paid Parking,3,120.0,NW,57513,47.6123329,-122.33173301
927,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32941032, 47.61316149]}",Pike-Pine,,Paid Parking,4,120.0,SE,57518,47.61316149,-122.32941032
928,PONTIUS AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.33182337, 47.62370101]}",South Lake Union,South,Paid Parking,10,600.0,W,57549,47.62370101,-122.33182337
929,PONTIUS AVE N BETWEEN REPUBLICAN ST AND MERCER ST,"{'type': 'Point', 'coordinates': [-122.33162048, 47.62367967]}",South Lake Union,South,Paid Parking,8,600.0,E,57550,47.62367967,-122.33162048
930,REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,"{'type': 'Point', 'coordinates': [-122.35603229, 47.62334257]}",Uptown,Core,Paid Parking,8,120.0,N,57861,47.62334257,-122.35603229
931,REPUBLICAN ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,"{'type': 'Point', 'coordinates': [-122.35604157, 47.62320827]}",Uptown,Core,Paid Parking,3,120.0,S,57862,47.62320827,-122.35604157
932,REPUBLICAN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,"{'type': 'Point', 'coordinates': [-122.32979127, 47.62308945]}",South Lake Union,South,Restricted Parking Zone,8,120.0,S,57874,47.62308945,-122.32979127
