,blockfacename,location,paidparkingarea,paidparkingsubarea,parkingcategory,parkingspacecount,parkingtimelimitcategory,sideofstreet,sourceelementkey,latitude,longitude
127,ALASKAN WAY BETWEEN WALL ST AND VINE ST,"{'type': 'Point', 'coordinates': [-122.35168194, 47.61296761]}",Belltown,North,Paid Parking,6,240.0,SW,8837,47.61296761,-122.35168194
128,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,"{'type': 'Point', 'coordinates': [-122.35452821, 47.61461633]}",Belltown,North,Paid Parking,5,240.0,SW,8841,47.61461633,-122.35452821
129,ALASKAN E RDWY WAY BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.33857545, 47.60423742]}",Commercial Core,Waterfront,Paid Parking,19,240.0,SW,8853,47.60423742,-122.33857545
130,ALASKAN E RDWY WAY BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.3383856, 47.60431112]}",Commercial Core,Waterfront,Paid Parking,18,240.0,NE,8854,47.60431112,-122.3383856
131,ALASKAN E RDWY WAY BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.33922088, 47.60495027]}",Commercial Core,Waterfront,Paid Parking,19,240.0,SW,8857,47.60495027,-122.33922088
132,ALASKAN E RDWY WAY BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.33902921, 47.60503183]}",Commercial Core,Waterfront,Paid Parking,12,240.0,NE,8858,47.60503183,-122.33902921
133,ALASKAN E RDWY WAY BETWEEN SENECA ST AND UNIVERSITY ST,"{'type': 'Point', 'coordinates': [-122.33985854, 47.60566939]}",Commercial Core,Waterfront,Paid Parking,17,240.0,SW,8861,47.60566939,-122.33985854
134,ALASKAN E RDWY WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,"{'type': 'Point', 'coordinates': [-122.33589585, 47.60127516]}",Pioneer Square,Edge,Paid Parking,22,240.0,SW,8869,47.60127516,-122.33589585
135,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,"{'type': 'Point', 'coordinates': [-122.3813686, 47.66473624]}",Ballard,Edge,Paid Parking,3,240.0,SW,9109,47.66473624,-122.3813686
136,BALLARD AVE NW BETWEEN NW DOCK PL AND NW IONE PL,"{'type': 'Point', 'coordinates': [-122.38119769, 47.6648245]}",Ballard,Edge,Paid Parking,4,240.0,NE,9110,47.6648245,-122.38119769
137,BALLARD AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,"{'type': 'Point', 'coordinates': [-122.3818266, 47.66535912]}",Ballard,Edge,Paid Parking,4,240.0,NE,9114,47.66535912,-122.3818266
138,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,"{'type': 'Point', 'coordinates': [-122.37968866, 47.6680045]}",Ballard,Edge,Paid Parking,15,240.0,SW,9141,47.6680045,-122.37968866
139,BARNES AVE NW BETWEEN 17TH AVE NW AND NW MARKET ST,"{'type': 'Point', 'coordinates': [-122.37960314, 47.66814317]}",Ballard,Edge,Paid Parking,13,240.0,NE,9142,47.66814317,-122.37960314
140,BATTERY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.34915928, 47.61320772]}",Belltown,North,Paid Parking,4,240.0,NW,9145,47.61320772,-122.34915928
141,BATTERY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.34900092, 47.61311777]}",Belltown,North,Paid Parking,7,240.0,SE,9146,47.61311777,-122.34900092
142,BATTERY ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.34489933, 47.61652205]}",Belltown,North,Paid Parking,8,240.0,NW,9149,47.61652205,-122.34489933
143,BATTERY ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.34471355, 47.61641582]}",Belltown,North,Paid Parking,4,240.0,SE,9150,47.61641582,-122.34471355
144,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35565852, 47.61818599]}",Belltown,North,Paid Parking,7,240.0,NW,9157,47.61818599,-122.35565852
145,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.35548849, 47.61806756]}",Belltown,North,Paid Parking,7,240.0,SE,9158,47.61806756,-122.35548849
146,BELL ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.3469578, 47.61313523]}",Belltown,South,Paid Parking,6,120.0,NW,9277,47.61313523,-122.3469578
147,BELL ST BETWEEN WESTERN AVE AND 1ST AVE,"{'type': 'Point', 'coordinates': [-122.34684189, 47.61302495]}",Belltown,South,Paid Parking,5,120.0,SE,9278,47.61302495,-122.34684189
148,BLANCHARD ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.34633431, 47.61183419]}",Belltown,South,Paid Parking,4,120.0,NW,9349,47.61183419,-122.34633431
149,BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.34481681, 47.61300041]}",Belltown,South,Paid Parking,15,120.0,NW,9353,47.61300041,-122.34481681
150,BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.3446913, 47.61292255]}",Belltown,South,Paid Parking,4,120.0,SE,9354,47.61292255,-122.3446913
151,BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.34310029, 47.61434424]}",Belltown,South,Paid Parking,8,120.0,NW,9357,47.61434424,-122.34310029
152,BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,"{'type': 'Point', 'coordinates': [-122.34294906, 47.61425294]}",Belltown,South,Paid Parking,9,120.0,SE,9358,47.61425294,-122.34294906
153,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.33595379, 47.62142469]}",South Lake Union,South,Paid Parking,3,120.0,W,9393,47.62142469,-122.33595379
154,BOREN AVE N BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.33575104, 47.62142529]}",South Lake Union,South,Paid Parking,2,120.0,E,9394,47.62142529,-122.33575104
155,BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.32224767, 47.61107432]}",First Hill,,Paid Parking,6,120.0,SW,9421,47.61107432,-122.32224767
156,BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.32210446, 47.61113665]}",First Hill,,Paid Parking,4,120.0,NE,9422,47.61113665,-122.32210446
157,BROADWAY BETWEEN XW E OLIVE ST AND E HOWELL ST,"{'type': 'Point', 'coordinates': [-122.32092724, 47.61694964]}",Capitol Hill,South,Paid Parking,12,120.0,W,9461,47.61694964,-122.32092724
158,BROADWAY BETWEEN XW E OLIVE ST AND E HOWELL ST,"{'type': 'Point', 'coordinates': [-122.32072453, 47.61695112]}",Capitol Hill,South,Paid Parking,5,120.0,E,9462,47.61695112,-122.32072453
159,BROADWAY E BETWEEN E DENNY WAY AND E OLIVE WAY,"{'type': 'Point', 'coordinates': [-122.32096913, 47.61932425]}",Capitol Hill,South,Paid Parking,10,120.0,W,9469,47.61932425,-122.32096913
160,BROADWAY E BETWEEN E DENNY WAY AND E OLIVE WAY,"{'type': 'Point', 'coordinates': [-122.32075419, 47.61932307]}",Capitol Hill,South,Paid Parking,11,120.0,E,9470,47.61932307,-122.32075419
161,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,"{'type': 'Point', 'coordinates': [-122.32098799, 47.62050882]}",Capitol Hill,North,Paid Parking,5,120.0,W,9473,47.62050882,-122.32098799
162,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,"{'type': 'Point', 'coordinates': [-122.32077305, 47.62050766]}",Capitol Hill,North,Paid Parking,10,120.0,E,9474,47.62050766,-122.32077305
163,BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,"{'type': 'Point', 'coordinates': [-122.3210662, 47.62467789]}",Capitol Hill,North,Paid Parking,8,120.0,W,9477,47.62467789,-122.3210662
164,BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,"{'type': 'Point', 'coordinates': [-122.32083146, 47.62464606]}",Capitol Hill,North,Paid Parking,5,120.0,E,9478,47.62464606,-122.32083146
165,BROOKLYN AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,"{'type': 'Point', 'coordinates': [-122.31432926, 47.66217406]}",University District,Core,Paid Parking,14,120.0,W,9509,47.66217406,-122.31432926
166,BROOKLYN AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,"{'type': 'Point', 'coordinates': [-122.31415682, 47.662172]}",University District,Core,Paid Parking,15,120.0,E,9510,47.662172,-122.31415682
167,CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.35196004, 47.61487144]}",Belltown,North,Paid Parking,4,240.0,NW,9673,47.61487144,-122.35196004
168,CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.35180404, 47.61477551]}",Belltown,North,Paid Parking,9,240.0,SE,9674,47.61477551,-122.35180404
169,CEDAR ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.35024738, 47.61621189]}",Belltown,North,Paid Parking,9,240.0,NW,9677,47.61621189,-122.35024738
170,CEDAR ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.3500868, 47.61608617]}",Belltown,North,Paid Parking,5,240.0,SE,9678,47.61608617,-122.3500868
171,CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32379003, 47.60700114]}",First Hill,,Paid Parking,11,120.0,NW,9697,47.60700114,-122.32379003
172,CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32370126, 47.60692222]}",First Hill,,Restricted Parking Zone,4,120.0,SE,9698,47.60692222,-122.32370126
173,CHERRY ST BETWEEN MINOR AVE AND BROADWAY,"{'type': 'Point', 'coordinates': [-122.32142554, 47.60787279]}",First Hill,,Paid Parking,7,120.0,SE,9702,47.60787279,-122.32142554
174,CLAY ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.35121044, 47.61674142]}",Belltown,North,Paid Parking,6,240.0,NW,9721,47.61674142,-122.35121044
175,CLAY ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.35102727, 47.61663318]}",Belltown,North,Paid Parking,13,240.0,SE,9722,47.61663318,-122.35102727
176,COLUMBIA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,"{'type': 'Point', 'coordinates': [-122.33635854, 47.60260831]}",Pioneer Square,Edge,Paid Parking,4,120.0,SE,9762,47.60260831,-122.33635854
177,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.33108355, 47.60494713]}",Commercial Core,Financial,Paid Parking,4,120.0,NW,9769,47.60494713,-122.33108355
178,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.33100429, 47.6048449]}",Commercial Core,Financial,Paid Parking,4,120.0,SE,9770,47.6048449,-122.33100429
179,DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.34252848, 47.62265682]}",South Lake Union,South,Paid Parking,2,120.0,W,10053,47.62265682,-122.34252848
180,DEXTER AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,"{'type': 'Point', 'coordinates': [-122.34221647, 47.62263094]}",South Lake Union,South,Paid Parking,5,120.0,E,10054,47.62263094,-122.34221647
181,EASTLAKE AVE E BETWEEN THOMAS ST AND HARRISON ST,"{'type': 'Point', 'coordinates': [-122.32922659, 47.6213762]}",South Lake Union,South,Paid Parking,10,120.0,W,10153,47.6213762,-122.32922659
182,EASTLAKE AVE E BETWEEN MERCER ST AND LAKEVIEW BLVD E,"{'type': 'Point', 'coordinates': [-122.32929908, 47.62470623]}",South Lake Union,South,Paid Parking,6,120.0,W,10157,47.62470623,-122.32929908
183,EASTLAKE AVE E BETWEEN LAKEVIEW BLVD E AND ALOHA ST,"{'type': 'Point', 'coordinates': [-122.32935349, 47.62599666]}",South Lake Union,North,Paid Parking,12,120.0,W,10161,47.62599666,-122.32935349
184,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,"{'type': 'Point', 'coordinates': [-122.32936627, 47.6273401]}",South Lake Union,North,Paid Parking,10,600.0,W,10165,47.6273401,-122.32936627
185,ELLIOTT AVE BETWEEN PIKE NR ST AND PINE ST,"{'type': 'Point', 'coordinates': [-122.34281523, 47.60858591]}",Commercial Core,Waterfront,Paid Parking,22,240.0,NE,10202,47.60858591,-122.34281523
186,ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,"{'type': 'Point', 'coordinates': [-122.34887474, 47.61233829]}",Belltown,North,Paid Parking,7,240.0,SW,10209,47.61233829,-122.34887474
187,ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,"{'type': 'Point', 'coordinates': [-122.34878316, 47.61245896]}",Belltown,North,Paid Parking,8,240.0,NE,10210,47.61245896,-122.34878316
188,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.34999168, 47.61299909]}",Belltown,North,Paid Parking,5,240.0,SW,10213,47.61299909,-122.34999168
189,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,"{'type': 'Point', 'coordinates': [-122.3499266, 47.61312816]}",Belltown,North,Paid Parking,7,240.0,NE,10214,47.61312816,-122.3499266
190,ELLIOTT AVE BETWEEN VINE ST AND CEDAR ST,"{'type': 'Point', 'coordinates': [-122.3519287, 47.61414801]}",Belltown,North,Paid Parking,4,240.0,SW,10217,47.61414801,-122.3519287
191,ELLIOTT AVE BETWEEN VINE ST AND CEDAR ST,"{'type': 'Point', 'coordinates': [-122.35179456, 47.6142435]}",Belltown,North,Paid Parking,8,240.0,NE,10218,47.6142435,-122.35179456
192,ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,"{'type': 'Point', 'coordinates': [-122.3538062, 47.61525792]}",Belltown,North,Paid Parking,9,240.0,SW,10221,47.61525792,-122.3538062
193,ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,"{'type': 'Point', 'coordinates': [-122.35367301, 47.61534671]}",Belltown,North,Paid Parking,7,240.0,NE,10222,47.61534671,-122.35367301
194,EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST,"{'type': 'Point', 'coordinates': [-122.35138201, 47.65029348]}",Fremont,,Paid Parking,8,120.0,W,10277,47.65029348,-122.35138201
195,EVANSTON AVE N BETWEEN N 34TH ST AND N 35TH ST,"{'type': 'Point', 'coordinates': [-122.35121175, 47.65026643]}",Fremont,,Paid Parking,9,120.0,E,10278,47.65026643,-122.35121175
196,EVANSTON AVE N BETWEEN N 35TH ST AND N 36TH ST,"{'type': 'Point', 'coordinates': [-122.35140629, 47.65108031]}",Fremont,,Paid Parking,2,120.0,W,10281,47.65108031,-122.35140629
197,EVANSTON AVE N BETWEEN N 35TH ST AND N 36TH ST,"{'type': 'Point', 'coordinates': [-122.35120378, 47.65098372]}",Fremont,,Paid Parking,6,120.0,E,10282,47.65098372,-122.35120378
198,HARRISON ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,"{'type': 'Point', 'coordinates': [-122.33364073, 47.62205537]}",South Lake Union,South,Paid Parking,4,120.0,N,10797,47.62205537,-122.33364073
199,HARRISON ST BETWEEN PONTIUS AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33109893, 47.62203842]}",South Lake Union,South,Paid Parking,5,120.0,N,10801,47.62203842,-122.33109893
200,HARRISON ST BETWEEN PONTIUS AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33105357, 47.62190148]}",South Lake Union,South,Paid Parking,6,120.0,S,10802,47.62190148,-122.33105357
201,HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,"{'type': 'Point', 'coordinates': [-122.34169609, 47.62213569]}",South Lake Union,South,Paid Parking,6,600.0,N,10869,47.62213569,-122.34169609
202,HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,"{'type': 'Point', 'coordinates': [-122.34169227, 47.62197119]}",South Lake Union,South,Paid Parking,5,120.0,S,10870,47.62197119,-122.34169227
203,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,"{'type': 'Point', 'coordinates': [-122.34041259, 47.62212546]}",South Lake Union,South,Paid Parking,5,600.0,N,10873,47.62212546,-122.34041259
204,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,"{'type': 'Point', 'coordinates': [-122.3404443, 47.62196658]}",South Lake Union,South,Paid Parking,7,120.0,S,10874,47.62196658,-122.3404443
205,HARVARD AVE BETWEEN SPRING ST AND SENECA ST,"{'type': 'Point', 'coordinates': [-122.32181013, 47.61228667]}",First Hill,,Paid Parking,7,120.0,SW,10877,47.61228667,-122.32181013
206,HARVARD AVE BETWEEN E PINE ST AND E OLIVE ST,"{'type': 'Point', 'coordinates': [-122.32203862, 47.61584917]}",Capitol Hill,South,Paid Parking,12,120.0,E,10886,47.61584917,-122.32203862
207,HUBBELL PL BETWEEN UNIVERSITY ST AND 9TH AVE,"{'type': 'Point', 'coordinates': [-122.33064935, 47.61057752]}",First Hill,,Carpool Parking,13,120.0,E,11018,47.61057752,-122.33064935
208,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.33308082, 47.60214374]}",Pioneer Square,Core,Paid Parking,5,120.0,NW,11105,47.60214374,-122.33308082
209,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.33299949, 47.60202939]}",Pioneer Square,Core,Paid Parking,9,120.0,SE,11106,47.60202939,-122.33299949
210,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.32904642, 47.6027045]}",Commercial Core,Financial,Paid Parking,16,120.0,SE,11118,47.6027045,-122.32904642
211,JEFFERSON ST BETWEEN TERRY AVE AND BOREN AVE,"{'type': 'Point', 'coordinates': [-122.32240985, 47.60548567]}",First Hill,,Restricted Parking Zone,10,120.0,SE,11126,47.60548567,-122.32240985
212,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,"{'type': 'Point', 'coordinates': [-122.35347951, 47.61982967]}",Uptown,Edge,Paid Parking,8,240.0,N,11129,47.61982967,-122.35347951
213,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,"{'type': 'Point', 'coordinates': [-122.35348672, 47.61968988]}",Uptown,Edge,Paid Parking,10,240.0,S,11130,47.61968988,-122.35348672
214,JOHN ST BETWEEN 4TH AVE N AND 5TH AVE N,"{'type': 'Point', 'coordinates': [-122.34817375, 47.61980447]}",Uptown Triangle,,Paid Parking,7,600.0,N,11133,47.61980447,-122.34817375
215,JOHN ST BETWEEN 4TH AVE N AND 5TH AVE N,"{'type': 'Point', 'coordinates': [-122.34825757, 47.61967866]}",Uptown Triangle,,Paid Parking,2,240.0,S,11134,47.61967866,-122.34825757
216,JOHN ST BETWEEN 8TH AVE N AND 9TH AVE N,"{'type': 'Point', 'coordinates': [-122.34040169, 47.6197865]}",South Lake Union,South,Paid Parking,7,120.0,N,11137,47.6197865,-122.34040169
217,JOHN ST BETWEEN 8TH AVE N AND 9TH AVE N,"{'type': 'Point', 'coordinates': [-122.34052184, 47.6196361]}",South Lake Union,South,Paid Parking,21,600.0,S,11138,47.6196361,-122.34052184
218,LENORA ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.34354379, 47.61220955]}",Belltown,South,Paid Parking,4,120.0,NW,11397,47.61220955,-122.34354379
219,LENORA ST BETWEEN 1ST AVE AND 2ND AVE,"{'type': 'Point', 'coordinates': [-122.3434196, 47.61213067]}",Belltown,South,Paid Parking,8,120.0,SE,11398,47.61213067,-122.3434196
220,MADISON ST BETWEEN 8TH AVE AND 9TH AVE,"{'type': 'Point', 'coordinates': [-122.32789226, 47.60809623]}",First Hill,,Paid Parking,4,120.0,SE,11590,47.60809623,-122.32789226
221,MADISON ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32676193, 47.60857537]}",First Hill,,Paid Parking,6,120.0,SE,11594,47.60857537,-122.32676193
222,MADISON ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.32453442, 47.6095135]}",First Hill,,Paid Parking,8,30.0,SE,11598,47.6095135,-122.32453442
223,MARION ST BETWEEN 4TH AVE AND 5TH AVE,"{'type': 'Point', 'coordinates': [-122.33170659, 47.60567221]}",Commercial Core,Financial,Paid Parking,9,120.0,NW,11665,47.60567221,-122.33170659
224,MARION ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32616272, 47.60797179]}",First Hill,,Paid Parking,7,120.0,NW,11669,47.60797179,-122.32616272
225,MARION ST BETWEEN 9TH AVE AND TERRY AVE,"{'type': 'Point', 'coordinates': [-122.32610222, 47.6079004]}",First Hill,,Restricted Parking Zone,11,120.0,SE,11670,47.6079004,-122.32610222
226,MARION ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.32393114, 47.60890535]}",First Hill,,Paid Parking,4,120.0,NW,11673,47.60890535,-122.32393114
227,MARION ST BETWEEN BOREN AVE AND MINOR AVE,"{'type': 'Point', 'coordinates': [-122.3238706, 47.60883396]}",First Hill,,Paid Parking,5,120.0,SE,11674,47.60883396,-122.3238706
228,MAYNARD AVE S BETWEEN S MAIN ST AND S JACKSON ST,"{'type': 'Point', 'coordinates': [-122.32515508, 47.59961466]}",Chinatown/ID,Edge,Paid Parking,4,120.0,W,11717,47.59961466,-122.32515508
229,MAYNARD AVE S BETWEEN S MAIN ST AND S JACKSON ST,"{'type': 'Point', 'coordinates': [-122.32495245, 47.59960682]}",Chinatown/ID,Edge,Paid Parking,8,120.0,E,11718,47.59960682,-122.32495245
230,MERCER ST BETWEEN 1ST AVE N AND WARREN AVE N,"{'type': 'Point', 'coordinates': [-122.3547637, 47.62449467]}",Uptown,Edge,Paid Parking,4,240.0,S,11766,47.62449467,-122.3547637
231,MERCER ST BETWEEN WARREN AVE N AND 2ND AVE N,"{'type': 'Point', 'coordinates': [-122.35347203, 47.62448372]}",Uptown,Edge,Paid Parking,9,240.0,S,11770,47.62448372,-122.35347203
232,MERCER SR ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,"{'type': 'Point', 'coordinates': [-122.33783456, 47.62446799]}",South Lake Union,South,Paid Parking,6,600.0,S,11778,47.62446799,-122.33783456
233,MERCER SR ST BETWEEN TERRY AVE N AND BOREN AVE N,"{'type': 'Point', 'coordinates': [-122.33659908, 47.62447169]}",South Lake Union,South,Paid Parking,4,600.0,S,11782,47.62447169,-122.33659908
234,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33106904, 47.62432312]}",South Lake Union,South,Restricted Parking Zone,8,120.0,N,11785,47.62432312,-122.33106904
235,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,"{'type': 'Point', 'coordinates': [-122.33108562, 47.6242189]}",South Lake Union,South,Restricted Parking Zone,7,120.0,S,11786,47.6242189,-122.33108562
236,MINOR AVE BETWEEN COLUMBIA ST AND MARION ST,"{'type': 'Point', 'coordinates': [-122.32312547, 47.60869907]}",First Hill,,Paid Parking,7,120.0,SW,11865,47.60869907,-122.32312547
237,MINOR AVE BETWEEN COLUMBIA ST AND MARION ST,"{'type': 'Point', 'coordinates': [-122.32295988, 47.60872645]}",First Hill,,Paid Parking,6,120.0,NE,11866,47.60872645,-122.32295988
238,MINOR AVE BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.32377268, 47.60941799]}",First Hill,,Paid Parking,5,120.0,SW,11869,47.60941799,-122.32377268
239,MINOR AVE BETWEEN MARION ST AND MADISON ST,"{'type': 'Point', 'coordinates': [-122.32361273, 47.60948806]}",First Hill,,Paid Parking,4,120.0,NE,11870,47.60948806,-122.32361273
240,MINOR AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.32444208, 47.61015018]}",First Hill,,Paid Parking,3,120.0,SW,11873,47.61015018,-122.32444208
241,MINOR AVE BETWEEN MADISON ST AND SPRING ST,"{'type': 'Point', 'coordinates': [-122.32429488, 47.61021335]}",First Hill,,Restricted Parking Zone,5,120.0,NE,11874,47.61021335,-122.32429488
242,MINOR AVE BETWEEN PIKE ST AND PINE ST,"{'type': 'Point', 'coordinates': [-122.32832119, 47.61459874]}",Pike-Pine,,Paid Parking,8,120.0,NE,11878,47.61459874,-122.32832119
